Date,gross_ret,turn_A,turn_H
2021-08-09,0.0,0.0,0.0
2021-08-10,0.0,0.0,0.0
2021-08-11,0.0,0.0,0.0
2021-08-12,0.0,0.0,0.0
2021-08-13,0.0,0.0,0.0
2021-08-16,0.0,0.0,0.0
2021-08-17,0.0,0.0,0.0
2021-08-18,0.0,0.0,0.0
2021-08-19,0.0,0.0,0.0
2021-08-20,0.0,0.0,0.0
2021-08-23,0.0,0.0,0.0
2021-08-24,0.0,0.0,0.0
2021-08-25,0.0,0.0,0.0
2021-08-26,0.0,0.0,0.0
2021-08-27,0.0,0.0,0.0
2021-08-30,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-09-02,0.0,0.0,0.0
2021-09-03,0.0,0.0,0.0
2021-09-06,0.0,0.0,0.0
2021-09-07,0.0,0.0,0.0
2021-09-08,0.0,0.0,0.0
2021-09-09,0.0,0.0,0.0
2021-09-10,0.0,0.0,0.0
2021-09-13,0.0,0.0,0.0
2021-09-14,0.0,0.0,0.0
2021-09-15,0.0,0.0,0.0
2021-09-16,0.0,0.0,0.0
2021-09-17,0.0,0.0,0.0
2021-09-20,0.0,0.0,0.0
2021-09-21,0.007779203821303373,0.5163581484780194,0.4836418515219806
2021-09-22,0.015383210709905214,0.004683026407778956,0.004683026407778845
2021-09-23,0.0005585341689891086,0.007855993721703314,0.007855993721703425
2021-09-24,-0.009918875235621207,0.0003688055580629568,0.0003688055580629568
2021-09-27,0.0006781277935198702,0.004819073156042797,0.004819073156042741
2021-09-28,0.0035186357842218272,0.0008196966501680114,0.0008196966501680114
2021-09-29,-0.010459802394556914,0.002247495178789749,0.0022474951787898045
2021-09-30,0.01593266900691219,0.004602453231429382,0.004602453231429604
2021-10-04,0.0,0.5098046573489886,0.4901953426510113
2021-10-05,0.0,0.0,0.0
2021-10-06,0.0,0.0,0.0
2021-10-07,0.0,0.0,0.0
2021-10-08,0.0,0.0,0.0
2021-10-11,0.0,0.0,0.0
2021-10-12,0.0,0.0,0.0
2021-10-13,0.003954535642868092,0.5115438893369405,0.48845611066305955
2021-10-14,0.011025883224489455,0.002474583720579293,0.002474583720579182
2021-10-15,0.0,0.5090693056163612,0.49093069438363873
2021-10-18,0.0,0.0,0.0
2021-10-19,0.0,0.0,0.0
2021-10-20,0.0,0.0,0.0
2021-10-21,0.0,0.0,0.0
2021-10-22,0.0,0.0,0.0
2021-10-25,0.0,0.0,0.0
2021-10-26,0.0,0.0,0.0
2021-10-27,0.0,0.0,0.0
2021-10-28,0.0,0.0,0.0
2021-10-29,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-11-02,0.0,0.0,0.0
2021-11-03,0.0,0.0,0.0
2021-11-04,0.0,0.0,0.0
2021-11-05,0.0,0.0,0.0
2021-11-08,0.0,0.0,0.0
2021-11-09,0.0,0.0,0.0
2021-11-10,0.0,0.0,0.0
2021-11-11,0.0,0.0,0.0
2021-11-12,0.0,0.0,0.0
2021-11-15,0.0,0.0,0.0
2021-11-16,0.0,0.0,0.0
2021-11-17,0.0,0.0,0.0
2021-11-18,0.0,0.0,0.0
2021-11-19,0.0,0.0,0.0
2021-11-22,0.0,0.0,0.0
2021-11-23,0.0,0.0,0.0
2021-11-24,0.0,0.0,0.0
2021-11-25,0.0,0.0,0.0
2021-11-26,0.0,0.0,0.0
2021-11-29,0.0,0.0,0.0
2021-11-30,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2021-12-02,0.0,0.0,0.0
2021-12-03,0.0,0.0,0.0
2021-12-06,0.0,0.0,0.0
2021-12-07,0.0,0.0,0.0
2021-12-08,0.0,0.0,0.0
2021-12-09,0.0,0.0,0.0
2021-12-10,0.0,0.0,0.0
2021-12-13,0.0,0.0,0.0
2021-12-14,0.0,0.0,0.0
2021-12-15,0.0,0.0,0.0
2021-12-16,0.0,0.0,0.0
2021-12-17,0.0,0.0,0.0
2021-12-20,0.0,0.0,0.0
2021-12-21,0.0,0.0,0.0
2021-12-22,0.0,0.0,0.0
2021-12-23,0.0,0.0,0.0
2021-12-24,0.0,0.0,0.0
2021-12-27,0.0,0.0,0.0
2021-12-28,0.0,0.0,0.0
2021-12-29,0.0,0.0,0.0
2021-12-30,0.0,0.0,0.0
2021-12-31,0.0,0.0,0.0
2022-01-03,0.0,0.0,0.0
2022-01-04,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-14,0.0026798327801686754,0.49161696350636086,0.508383036493639
2022-01-17,0.011187473789914816,0.0016938161228955972,0.0016938161228954307
2022-01-18,0.0,0.49331077962925646,0.5066892203707436
2022-01-19,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-27,0.00804720147765512,0.5058646142300349,0.4941353857699651
2022-01-28,0.0032544763556847343,0.004101788296659525,0.004101788296659525
2022-01-31,0.0,0.5017628259333754,0.4982371740666246
2022-02-04,0.0,0.0,0.0
2022-02-07,0.03566967263512689,0.4888160071135233,0.5111839928864768
2022-02-08,0.0023360740545239223,0.017647779400560115,0.01764777940056028
2022-02-09,0.0008932863181739135,0.000890174162058166,0.0008901741620581105
2022-02-10,-0.014906666270978596,0.00011703742017854513,0.00011703742017854513
2022-02-11,0.0,0.507236923255963,0.4927630767440369
2022-02-14,0.0,0.0,0.0
2022-02-15,0.0,0.0,0.0
2022-02-16,0.0,0.0,0.0
2022-02-17,0.0,0.0,0.0
2022-02-18,0.0,0.0,0.0
2022-02-21,0.0,0.0,0.0
2022-02-22,0.0,0.0,0.0
2022-02-23,0.0,0.0,0.0
2022-02-24,0.0,0.0,0.0
2022-02-25,0.0,0.0,0.0
2022-02-28,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-03-02,0.0,0.0,0.0
2022-03-03,0.0,0.0,0.0
2022-03-04,0.0,0.0,0.0
2022-03-07,0.0,0.0,0.0
2022-03-08,0.0,0.0,0.0
2022-03-09,0.0,0.0,0.0
2022-03-10,0.0,0.0,0.0
2022-03-11,0.0,0.0,0.0
2022-03-14,0.0,0.0,0.0
2022-03-15,0.0,0.0,0.0
2022-03-16,0.0,0.0,0.0
2022-03-17,0.0,0.0,0.0
2022-03-18,0.023646205366162056,0.48510449058954286,0.5148955094104571
2022-03-21,0.0,0.48510449058954286,0.5148955094104571
2022-03-22,0.0,0.0,0.0
2022-03-23,0.01447679928401792,0.48612598647218525,0.5138740135278147
2022-03-24,0.00018566136432211213,0.007447588820758966,0.007447588820758799
2022-03-25,0.015702932548463604,0.00045067219222177934,0.00045067219222183486
2022-03-28,0.0,0.494024247485166,0.5059757525148341
2022-03-29,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-04-04,0.0,0.0,0.0
2022-04-06,0.0,0.0,0.0
2022-04-07,0.0,0.0,0.0
2022-04-08,0.0,0.0,0.0
2022-04-11,0.0,0.0,0.0
2022-04-12,0.0,0.0,0.0
2022-04-13,0.0,0.0,0.0
2022-04-14,0.0,0.0,0.0
2022-04-15,0.0,0.0,0.0
2022-04-18,0.0,0.0,0.0
2022-04-19,0.0,0.0,0.0
2022-04-20,0.0,0.0,0.0
2022-04-21,0.0,0.0,0.0
2022-04-22,0.0,0.0,0.0
2022-04-25,0.0,0.0,0.0
2022-04-26,0.0,0.0,0.0
2022-04-27,0.0,0.0,0.0
2022-04-28,0.0,0.0,0.0
2022-04-29,0.0,0.0,0.0
2022-05-03,0.0,0.0,0.0
2022-05-04,0.008653179575950685,0.48034155339768686,0.5196584466023132
2022-05-05,0.027475227004355323,0.005248264418336868,0.005248264418337034
2022-05-06,0.0,0.4855898178160237,0.5144101821839762
2022-05-09,0.0,0.0,0.0
2022-05-10,0.0,0.0,0.0
2022-05-11,0.0,0.0,0.0
2022-05-12,0.0,0.0,0.0
2022-05-13,0.0,0.0,0.0
2022-05-16,0.0,0.0,0.0
2022-05-17,0.0,0.0,0.0
2022-05-18,0.0,0.0,0.0
2022-05-19,0.0,0.0,0.0
2022-05-20,0.0,0.0,0.0
2022-05-23,0.0,0.0,0.0
2022-05-24,0.0,0.0,0.0
2022-05-25,0.0,0.0,0.0
2022-05-26,0.0,0.0,0.0
2022-05-27,0.0,0.0,0.0
2022-05-30,0.0,0.0,0.0
2022-05-31,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-06-02,0.0,0.0,0.0
2022-06-06,0.0,0.0,0.0
2022-06-07,0.0,0.0,0.0
2022-06-08,0.0,0.0,0.0
2022-06-09,0.0,0.0,0.0
2022-06-10,0.0,0.0,0.0
2022-06-13,0.0,0.0,0.0
2022-06-14,0.0,0.0,0.0
2022-06-15,0.0,0.0,0.0
2022-06-16,0.0,0.0,0.0
2022-06-17,0.0,0.0,0.0
2022-06-20,0.0,0.0,0.0
2022-06-21,0.0,0.0,0.0
2022-06-22,0.0,0.0,0.0
2022-06-23,0.0,0.0,0.0
2022-06-24,0.0,0.0,0.0
2022-06-27,0.0,0.0,0.0
2022-06-28,0.0,0.0,0.0
2022-06-29,0.0,0.0,0.0
2022-06-30,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-07-04,0.0,0.0,0.0
2022-07-05,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0
2022-07-13,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0
2022-07-18,0.0,0.0,0.0
2022-07-19,0.0,0.0,0.0
2022-07-20,0.0,0.0,0.0
2022-07-21,0.0,0.0,0.0
2022-07-22,0.0,0.0,0.0
2022-07-25,0.0,0.0,0.0
2022-07-26,0.0,0.0,0.0
2022-07-27,0.0,0.0,0.0
2022-07-28,0.0,0.0,0.0
2022-07-29,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-08-02,0.0,0.0,0.0
2022-08-03,0.0,0.0,0.0
2022-08-04,0.0,0.0,0.0
2022-08-05,0.0,0.0,0.0
2022-08-08,0.0,0.0,0.0
2022-08-09,0.0,0.0,0.0
2022-08-10,0.0,0.0,0.0
2022-08-11,0.0,0.0,0.0
2022-08-12,0.0,0.0,0.0
2022-08-15,0.0,0.0,0.0
2022-08-16,0.0,0.0,0.0
2022-08-17,0.0,0.0,0.0
2022-08-18,0.0,0.0,0.0
2022-08-19,0.0,0.0,0.0
2022-08-22,0.0,0.0,0.0
2022-08-23,0.0,0.0,0.0
2022-08-24,-0.004989256639335461,0.5112253073171705,0.48877469268282947
2022-08-25,0.010729915573967238,0.0009029479834253284,0.0009029479834253284
2022-08-26,0.0,0.2565156016420106,0.2434843983579894
2022-08-29,0.0,0.0,0.0
2022-08-30,0.0,0.0,0.0
2022-08-31,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-09-02,0.0,0.0,0.0
2022-09-05,0.0,0.0,0.0
2022-09-06,0.0,0.0,0.0
2022-09-07,0.0,0.0,0.0
2022-09-08,0.0,0.0,0.0
2022-09-09,0.0,0.0,0.0
2022-09-13,0.0,0.0,0.0
2022-09-14,0.0,0.0,0.0
2022-09-15,0.0,0.0,0.0
2022-09-16,0.0,0.0,0.0
2022-09-19,0.0,0.0,0.0
2022-09-20,0.0,0.0,0.0
2022-09-21,0.0,0.0,0.0
2022-09-22,0.0,0.0,0.0
2022-09-23,0.006668459235781711,0.24762171088986237,0.25237828911013765
2022-09-26,0.0,0.24762171088986237,0.25237828911013765
2022-09-27,0.0,0.0,0.0
2022-09-28,0.0,0.0,0.0
2022-09-29,0.0,0.0,0.0
2022-09-30,0.0,0.0,0.0
2022-10-03,0.0,0.0,0.0
2022-10-05,0.0,0.0,0.0
2022-10-06,0.0024968599177045705,0.24068091452934626,0.2593190854706538
2022-10-07,0.0,0.24068091452934626,0.2593190854706538
2022-10-10,0.009971140084689857,0.24422579577801726,0.25577420422198277
2022-10-11,0.0030759747197630525,0.005016238306962378,0.005016238306962462
2022-10-12,0.0,0.24924203408497964,0.2507579659150203
2022-10-13,0.0,0.0,0.0
2022-10-14,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0
2022-10-18,0.0,0.0,0.0
2022-10-19,0.0,0.0,0.0
2022-10-20,0.0,0.0,0.0
2022-10-21,0.0,0.0,0.0
2022-10-24,0.0,0.0,0.0
2022-10-25,0.0,0.0,0.0
2022-10-26,0.0,0.0,0.0
2022-10-27,0.0,0.0,0.0
2022-10-28,0.0,0.0,0.0
2022-10-31,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-11-02,0.0,0.0,0.0
2022-11-03,0.0,0.0,0.0
2022-11-04,0.0,0.0,0.0
2022-11-07,0.0,0.0,0.0
2022-11-08,0.0,0.0,0.0
2022-11-09,0.0,0.0,0.0
2022-11-10,0.0,0.0,0.0
2022-11-11,0.0,0.0,0.0
2022-11-14,0.0,0.0,0.0
2022-11-15,0.0,0.0,0.0
2022-11-16,0.0,0.0,0.0
2022-11-17,0.0,0.0,0.0
2022-11-18,0.0,0.0,0.0
2022-11-21,0.0,0.0,0.0
2022-11-22,0.0,0.0,0.0
2022-11-23,0.0,0.0,0.0
2022-11-24,0.0,0.0,0.0
2022-11-25,0.0,0.0,0.0
2022-11-28,0.0,0.0,0.0
2022-11-29,0.0,0.0,0.0
2022-11-30,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2022-12-02,0.0,0.0,0.0
2022-12-05,0.0,0.0,0.0
2022-12-06,0.0,0.0,0.0
2022-12-07,0.0,0.0,0.0
2022-12-08,0.0,0.0,0.0
2022-12-09,0.0,0.0,0.0
2022-12-12,0.0,0.0,0.0
2022-12-13,0.0,0.0,0.0
2022-12-14,0.0,0.0,0.0
2022-12-15,0.0,0.0,0.0
2022-12-16,0.0,0.0,0.0
2022-12-19,0.0,0.0,0.0
2022-12-20,0.0,0.0,0.0
2022-12-21,0.0,0.0,0.0
2022-12-22,0.0,0.0,0.0
2022-12-23,0.0,0.0,0.0
2022-12-26,0.0,0.0,0.0
2022-12-27,0.0,0.0,0.0
2022-12-28,0.0,0.0,0.0
2022-12-29,0.0,0.0,0.0
2022-12-30,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0
2023-01-09,0.0,0.0,0.0
2023-01-10,0.0,0.0,0.0
2023-01-11,0.0,0.0,0.0
2023-01-12,0.0,0.0,0.0
2023-01-13,0.0,0.0,0.0
2023-01-16,0.0,0.0,0.0
2023-01-17,0.0,0.0,0.0
2023-01-18,0.0,0.0,0.0
2023-01-19,0.0,0.0,0.0
2023-01-20,0.0,0.0,0.0
2023-01-26,0.0,0.0,0.0
2023-01-27,-0.0017114423290105157,0.24391194031235175,0.25608805968764825
2023-01-30,0.020976868443863973,0.00260053700863061,0.0026005370086306656
2023-01-31,-0.006251503086572946,0.007882810037335486,0.007882810037335375
2023-02-01,0.0,0.25439528735831785,0.2456047126416822
2023-02-02,0.0,0.0,0.0
2023-02-03,0.0016718758827623872,0.2521809359996812,0.24781906400031872
2023-02-06,-0.0017706488548162869,0.0009033069664626803,0.000903306966462708
2023-02-07,0.0016307105508433948,0.000794809968647503,0.000794809968647503
2023-02-08,-0.000603127073835555,0.0009172510413991697,0.0009172510413991974
2023-02-09,0.0030381799338564525,0.00019486779931399134,0.00019486779931396359
2023-02-10,-0.005587817118561924,0.0015062064686386656,0.00150620646863861
2023-02-13,0.0006244421627438889,0.0026655592864905098,0.002665559286490482
2023-02-14,0.0010990248384154953,0.0005025976685029132,0.000502597668502941
2023-02-15,-0.0014049868652556696,0.0006538550647384733,0.0006538550647384733
2023-02-16,0.004126162211010099,0.0006140165020039334,0.0006140165020039889
2023-02-17,-0.0011312661101178733,0.0020558856701582418,0.0020558856701582695
2023-02-20,-0.0027356474284002015,0.0005425100197218868,0.0005425100197218868
2023-02-21,-0.000246528128189824,0.0011488509340786268,0.0011488509340785713
2023-02-22,-0.00044688888420582194,1.2399271920315869e-07,1.239927192864254e-07
2023-02-23,0.0035685034505701725,0.00011135944779389062,0.00011135944779389062
2023-02-24,-0.0020008075670453354,0.001779608697479812,0.0017796086974798675
2023-02-27,-0.0015907113716608925,0.0009631757527831797,0.0009631757527832074
2023-02-28,-0.00275183257768968,0.0007120842055460819,0.0007120842055460264
2023-03-01,0.00835784830456896,0.0011972357196933237,0.0011972357196933514
2023-03-02,0.0,0.2528068180510934,0.24719318194890663
2023-03-03,0.0,0.0,0.0
2023-03-06,0.0,0.0,0.0
2023-03-07,0.0,0.0,0.0
2023-03-08,0.0,0.0,0.0
2023-03-09,0.0,0.0,0.0
2023-03-10,0.0,0.0,0.0
2023-03-13,0.0,0.0,0.0
2023-03-14,0.0,0.0,0.0
2023-03-15,0.0,0.0,0.0
2023-03-16,0.0,0.0,0.0
2023-03-17,0.0,0.0,0.0
2023-03-20,0.0,0.0,0.0
2023-03-21,0.0,0.0,0.0
2023-03-22,0.0,0.0,0.0
2023-03-23,0.0,0.0,0.0
2023-03-24,0.0,0.0,0.0
2023-03-27,0.0,0.0,0.0
2023-03-28,0.0,0.0,0.0
2023-03-29,0.0,0.0,0.0
2023-03-30,0.0,0.0,0.0
2023-03-31,0.0,0.0,0.0
2023-04-03,0.0,0.0,0.0
2023-04-04,0.0,0.0,0.0
2023-04-06,0.0,0.0,0.0
2023-04-07,0.0,0.0,0.0
2023-04-10,0.0,0.0,0.0
2023-04-11,0.0,0.0,0.0
2023-04-12,0.0,0.0,0.0
2023-04-13,0.0,0.0,0.0
2023-04-14,0.0,0.0,0.0
2023-04-17,0.0,0.0,0.0
2023-04-18,0.0,0.0,0.0
2023-04-19,0.0,0.0,0.0
2023-04-20,0.0,0.0,0.0
2023-04-21,0.0,0.0,0.0
2023-04-24,0.0,0.0,0.0
2023-04-25,0.0,0.0,0.0
2023-04-26,0.0,0.0,0.0
2023-04-27,0.0,0.0,0.0
2023-04-28,0.0,0.0,0.0
2023-05-02,0.0,0.0,0.0
2023-05-03,0.0008989266195695626,0.25480459954840107,0.24519540045159896
2023-05-04,0.001998051556028712,0.2499361278441794,0.2539240298386199
2023-05-05,0.00482657286799573,0.0017849750842539869,0.0017849750842538203
2023-05-08,0.0,0.5005225504356795,0.4994774495643205
2023-05-09,0.0,0.0,0.0
2023-05-10,0.0,0.0,0.0
2023-05-11,0.0,0.0,0.0
2023-05-12,0.0,0.0,0.0
2023-05-15,0.0,0.0,0.0
2023-05-16,0.0,0.0,0.0
2023-05-17,0.0,0.0,0.0
2023-05-18,0.0,0.0,0.0
2023-05-19,0.0,0.0,0.0
2023-05-22,0.0,0.0,0.0
2023-05-23,0.0,0.0,0.0
2023-05-24,0.0,0.0,0.0
2023-05-25,0.0,0.0,0.0
2023-05-26,0.0,0.0,0.0
2023-05-29,0.0,0.0,0.0
2023-05-30,0.0,0.0,0.0
2023-05-31,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-06-02,0.0,0.0,0.0
2023-06-05,0.0,0.0,0.0
2023-06-06,0.0,0.0,0.0
2023-06-07,0.0,0.0,0.0
2023-06-08,0.0,0.0,0.0
2023-06-09,0.0,0.0,0.0
2023-06-12,0.0,0.0,0.0
2023-06-13,0.0,0.0,0.0
2023-06-14,0.0,0.0,0.0
2023-06-15,0.0,0.0,0.0
2023-06-16,0.0,0.0,0.0
2023-06-19,0.0012323157957406057,0.24799424047222926,0.2520057595277707
2023-06-20,0.0006589567979444697,0.0006705639220373483,0.0006705639220372928
2023-06-21,-0.003880145383937816,0.00039577770626406106,0.0003957777062640333
2023-06-23,0.00844733053144032,0.0017672463509543213,0.0017672463509542657
2023-06-26,-0.000989815942311273,0.2576058130352534,0.2507181142279359
2023-06-27,0.005329110417612425,0.2528395397131574,0.24992894095081541
2023-06-28,0.0,0.2520596090716723,0.24794039092832765
2023-06-29,0.0,0.0,0.0
2023-06-30,-0.002799782287705745,0.2477018489189019,0.25229815108109804
2023-07-03,0.005579946677363461,0.0011667831241484183,0.0011667831241484183
2023-07-04,0.00014273596136402415,0.00281652088376097,0.0028165208837609423
2023-07-05,0.002579606871820685,9.823858420129894e-05,9.823858420121567e-05
2023-07-06,0.0,0.24944982526271575,0.2505501747372843
2023-07-07,0.0,0.0,0.0
2023-07-10,0.0,0.0,0.0
2023-07-11,0.0,0.0,0.0
2023-07-12,0.0,0.0,0.0
2023-07-13,0.0,0.0,0.0
2023-07-14,0.0,0.0,0.0
2023-07-17,0.0,0.0,0.0
2023-07-18,0.004950987599474561,0.24682507119963035,0.2531749288003696
2023-07-19,0.0,0.24682507119963035,0.2531749288003696
2023-07-20,0.0,0.0,0.0
2023-07-21,0.0,0.0,0.0
2023-07-24,0.0,0.0,0.0
2023-07-25,0.0,0.0,0.0
2023-07-26,0.0,0.0,0.0
2023-07-27,0.0,0.0,0.0
2023-07-28,0.0,0.0,0.0
2023-07-31,0.004888275232931122,0.24614283393993022,0.2538571660600698
2023-08-01,0.0037457002640679015,0.0028391900111166546,0.0028391900111166546
2023-08-02,0.0,0.24898202395104688,0.25101797604895315
2023-08-03,0.0,0.0,0.0
2023-08-04,0.0,0.0,0.0
2023-08-07,0.0,0.0,0.0
2023-08-08,0.0,0.0,0.0
2023-08-09,0.0,0.0,0.0
2023-08-10,0.0,0.0,0.0
2023-08-11,0.0,0.0,0.0
2023-08-14,0.0,0.0,0.0
2023-08-15,0.0,0.0,0.0
